Date,Day_of_Week,Is_Holiday,Holiday_Name,Is_Festival,Festival_Name,Is_Working_Day,Season,Is_Festival_Season,Is_Harvest_Season,Month,Year,Quarter,Repo_Rate,CRR,WPI_Inflation,CPI_Inflation,Money_Supply_Growth,GDP_Growth_Rate,Industrial_Production_Index,Employment_Rate,AP_GSDP,Rice_Production,Cotton_Production,Rice_Price,Credit_Growth
2022-02-13,Sunday,False,,False,,False,Winter,False,True,2,2022,Q1,6.25,4.0,13.85,5.66,8.7,13.5,109.8,45.5,13.89,7.8,1.2,2150,11.2
2022-02-14,Monday,False,,False,,True,Winter,False,True,2,2022,Q1,6.25,4.0,13.85,5.66,8.7,13.5,109.8,45.5,13.89,7.8,1.2,2150,11.2
2022-02-15,Tuesday,False,,False,,True,Winter,False,True,2,2022,Q1,6.25,4.0,13.85,5.66,8.7,13.5,109.8,45.5,13.89,7.8,1.2,2150,11.2
2022-02-16,Wednesday,False,,False,,True,Winter,False,True,2,2022,Q1,6.25,4.0,13.85,5.66,8.7,13.5,109.8,45.5,13.89,7.8,1.2,2150,11.2
2022-02-17,Thursday,False,,False,,True,Winter,False,True,2,2022,Q1,6.25,4.0,13.85,5.66,8.7,13.5,109.8,45.5,13.89,7.8,1.2,2150,11.2
2022-02-18,Friday,False,,False,,True,Winter,False,True,2,2022,Q1,6.25,4.0,13.85,5.66,8.7,13.5,109.8,45.5,13.89,7.8,1.2,2150,11.2
2022-02-19,Saturday,False,,False,,False,Winter,False,True,2,2022,Q1,6.25,4.0,13.85,5.66,8.7,13.5,109.8,45.5,13.89,7.8,1.2,2150,11.2
2022-02-20,Sunday,False,,False,,False,Winter,False,True,2,2022,Q1,6.25,4.0,13.85,5.66,8.7,13.5,109.8,45.5,13.89,7.8,1.2,2150,11.2
2022-02-21,Monday,False,,False,,True,Winter,False,True,2,2022,Q1,6.25,4.0,13.85,5.66,8.7,13.5,109.8,45.5,13.89,7.8,1.2,2150,11.2
2022-02-22,Tuesday,False,,False,,True,Winter,False,True,2,2022,Q1,6.25,4.0,13.85,5.66,8.7,13.5,109.8,45.5,13.89,7.8,1.2,2150,11.2
2022-02-23,Wednesday,False,,False,,True,Winter,False,True,2,2022,Q1,6.25,4.0,13.85,5.66,8.7,13.5,109.8,45.5,13.89,7.8,1.2,2150,11.2
2022-02-24,Thursday,False,,False,,True,Winter,False,True,2,2022,Q1,6.25,4.0,13.85,5.66,8.7,13.5,109.8,45.5,13.89,7.8,1.2,2150,11.2
2022-02-25,Friday,False,,False,,True,Winter,False,True,2,2022,Q1,6.25,4.0,13.85,5.66,8.7,13.5,109.8,45.5,13.89,7.8,1.2,2150,11.2
2022-02-26,Saturday,False,,False,,False,Winter,False,True,2,2022,Q1,6.25,4.0,13.85,5.66,8.7,13.5,109.8,45.5,13.89,7.8,1.2,2150,11.2
2022-02-27,Sunday,False,,False,,False,Winter,False,True,2,2022,Q1,6.25,4.0,13.85,5.66,8.7,13.5,109.8,45.5,13.89,7.8,1.2,2150,11.2
2022-02-28,Monday,False,,False,,True,Winter,False,True,2,2022,Q1,6.25,4.0,13.85,5.66,8.7,13.5,109.8,45.5,13.89,7.8,1.2,2150,11.2
2022-03-01,Tuesday,False,,False,,True,Summer,False,False,3,2022,Q1,6.25,4.0,13.85,5.66,8.7,13.5,109.8,45.5,13.89,7.8,1.2,2150,11.2
2022-03-02,Wednesday,False,,False,,True,Summer,False,False,3,2022,Q1,6.25,4.0,13.85,5.66,8.7,13.5,109.8,45.5,13.89,7.8,1.2,2150,11.2
2022-03-03,Thursday,False,,False,,True,Summer,False,False,3,2022,Q1,6.25,4.0,13.85,5.66,8.7,13.5,109.8,45.5,13.89,7.8,1.2,2150,11.2
2022-03-04,Friday,False,,False,,True,Summer,False,False,3,2022,Q1,6.25,4.0,13.85,5.66,8.7,13.5,109.8,45.5,13.89,7.8,1.2,2150,11.2
2022-03-05,Saturday,False,,False,,False,Summer,False,False,3,2022,Q1,6.25,4.0,13.85,5.66,8.7,13.5,109.8,45.5,13.89,7.8,1.2,2150,11.2
2022-03-06,Sunday,False,,False,,False,Summer,False,False,3,2022,Q1,6.25,4.0,13.85,5.66,8.7,13.5,109.8,45.5,13.89,7.8,1.2,2150,11.2
2022-03-07,Monday,False,,False,,True,Summer,False,False,3,2022,Q1,6.25,4.0,13.85,5.66,8.7,13.5,109.8,45.5,13.89,7.8,1.2,2150,11.2
2022-03-08,Tuesday,False,,False,,True,Summer,False,False,3,2022,Q1,6.25,4.0,13.85,5.66,8.7,13.5,109.8,45.5,13.89,7.8,1.2,2150,11.2
2022-03-09,Wednesday,False,,False,,True,Summer,False,False,3,2022,Q1,6.25,4.0,13.85,5.66,8.7,13.5,109.8,45.5,13.89,7.8,1.2,2150,11.2
2022-03-10,Thursday,False,,False,,True,Summer,False,False,3,2022,Q1,6.25,4.0,13.85,5.66,8.7,13.5,109.8,45.5,13.89,7.8,1.2,2150,11.2
2022-03-11,Friday,False,,False,,True,Summer,False,False,3,2022,Q1,6.25,4.0,13.85,5.66,8.7,13.5,109.8,45.5,13.89,7.8,1.2,2150,11.2
2022-03-12,Saturday,False,,False,,False,Summer,False,False,3,2022,Q1,6.25,4.0,13.85,5.66,8.7,13.5,109.8,45.5,13.89,7.8,1.2,2150,11.2
2022-03-13,Sunday,False,,False,,False,Summer,False,False,3,2022,Q1,6.25,4.0,13.85,5.66,8.7,13.5,109.8,45.5,13.89,7.8,1.2,2150,11.2
2022-03-14,Monday,False,,False,,True,Summer,False,False,3,2022,Q1,6.25,4.0,13.85,5.66,8.7,13.5,109.8,45.5,13.89,7.8,1.2,2150,11.2
2022-03-15,Tuesday,False,,False,,True,Summer,False,False,3,2022,Q1,6.25,4.0,13.85,5.66,8.7,13.5,109.8,45.5,13.89,7.8,1.2,2150,11.2
2022-03-16,Wednesday,False,,False,,True,Summer,False,False,3,2022,Q1,6.25,4.0,13.85,5.66,8.7,13.5,109.8,45.5,13.89,7.8,1.2,2150,11.2
2022-03-17,Thursday,False,,False,,True,Summer,False,False,3,2022,Q1,6.25,4.0,13.85,5.66,8.7,13.5,109.8,45.5,13.89,7.8,1.2,2150,11.2
2022-03-18,Friday,False,,False,,True,Summer,False,False,3,2022,Q1,6.25,4.0,13.85,5.66,8.7,13.5,109.8,45.5,13.89,7.8,1.2,2150,11.2
2022-03-19,Saturday,False,,False,,False,Summer,False,False,3,2022,Q1,6.25,4.0,13.85,5.66,8.7,13.5,109.8,45.5,13.89,7.8,1.2,2150,11.2
2022-03-20,Sunday,False,,False,,False,Summer,False,False,3,2022,Q1,6.25,4.0,13.85,5.66,8.7,13.5,109.8,45.5,13.89,7.8,1.2,2150,11.2
2022-03-21,Monday,False,,False,,True,Summer,False,False,3,2022,Q1,6.25,4.0,13.85,5.66,8.7,13.5,109.8,45.5,13.89,7.8,1.2,2150,11.2
2022-03-22,Tuesday,False,,False,,True,Summer,False,False,3,2022,Q1,6.25,4.0,13.85,5.66,8.7,13.5,109.8,45.5,13.89,7.8,1.2,2150,11.2
2022-03-23,Wednesday,False,,False,,True,Summer,False,False,3,2022,Q1,6.25,4.0,13.85,5.66,8.7,13.5,109.8,45.5,13.89,7.8,1.2,2150,11.2
2022-03-24,Thursday,False,,False,,True,Summer,False,False,3,2022,Q1,6.25,4.0,13.85,5.66,8.7,13.5,109.8,45.5,13.89,7.8,1.2,2150,11.2
2022-03-25,Friday,False,,False,,True,Summer,False,False,3,2022,Q1,6.25,4.0,13.85,5.66,8.7,13.5,109.8,45.5,13.89,7.8,1.2,2150,11.2
2022-03-26,Saturday,False,,False,,False,Summer,False,False,3,2022,Q1,6.25,4.0,13.85,5.66,8.7,13.5,109.8,45.5,13.89,7.8,1.2,2150,11.2
2022-03-27,Sunday,False,,False,,False,Summer,False,False,3,2022,Q1,6.25,4.0,13.85,5.66,8.7,13.5,109.8,45.5,13.89,7.8,1.2,2150,11.2
2022-03-28,Monday,False,,False,,True,Summer,False,False,3,2022,Q1,6.25,4.0,13.85,5.66,8.7,13.5,109.8,45.5,13.89,7.8,1.2,2150,11.2
2022-03-29,Tuesday,False,,False,,True,Summer,False,False,3,2022,Q1,6.25,4.0,13.85,5.66,8.7,13.5,109.8,45.5,13.89,7.8,1.2,2150,11.2
2022-03-30,Wednesday,False,,False,,True,Summer,False,False,3,2022,Q1,6.25,4.0,13.85,5.66,8.7,13.5,109.8,45.5,13.89,7.8,1.2,2150,11.2
2022-03-31,Thursday,False,,False,,True,Summer,False,False,3,2022,Q1,6.25,4.0,13.85,5.66,8.7,13.5,109.8,45.5,13.89,7.8,1.2,2150,11.2
2022-04-01,Friday,False,,False,,True,Summer,False,False,4,2022,Q2,6.5,4.0,15.88,7.01,9.1,8.4,112.5,45.5,13.89,7.8,1.2,2150,11.2
2022-04-02,Saturday,False,,False,,False,Summer,False,False,4,2022,Q2,6.5,4.0,15.88,7.01,9.1,8.4,112.5,45.5,13.89,7.8,1.2,2150,11.2
2022-04-03,Sunday,False,,False,,False,Summer,False,False,4,2022,Q2,6.5,4.0,15.88,7.01,9.1,8.4,112.5,45.5,13.89,7.8,1.2,2150,11.2
2022-04-04,Monday,False,,False,,True,Summer,False,False,4,2022,Q2,6.5,4.0,15.88,7.01,9.1,8.4,112.5,45.5,13.89,7.8,1.2,2150,11.2
2022-04-05,Tuesday,False,,False,,True,Summer,False,False,4,2022,Q2,6.5,4.0,15.88,7.01,9.1,8.4,112.5,45.5,13.89,7.8,1.2,2150,11.2
2022-04-06,Wednesday,False,,False,,True,Summer,False,False,4,2022,Q2,6.5,4.0,15.88,7.01,9.1,8.4,112.5,45.5,13.89,7.8,1.2,2150,11.2
2022-04-07,Thursday,False,,False,,True,Summer,False,False,4,2022,Q2,6.5,4.0,15.88,7.01,9.1,8.4,112.5,45.5,13.89,7.8,1.2,2150,11.2
2022-04-08,Friday,False,,False,,True,Summer,False,False,4,2022,Q2,6.5,4.0,15.88,7.01,9.1,8.4,112.5,45.5,13.89,7.8,1.2,2150,11.2
2022-04-09,Saturday,False,,False,,False,Summer,False,False,4,2022,Q2,6.5,4.0,15.88,7.01,9.1,8.4,112.5,45.5,13.89,7.8,1.2,2150,11.2
2022-04-10,Sunday,False,,False,,False,Summer,False,False,4,2022,Q2,6.5,4.0,15.88,7.01,9.1,8.4,112.5,45.5,13.89,7.8,1.2,2150,11.2
2022-04-11,Monday,False,,False,,True,Summer,False,False,4,2022,Q2,6.5,4.0,15.88,7.01,9.1,8.4,112.5,45.5,13.89,7.8,1.2,2150,11.2
2022-04-12,Tuesday,False,,False,,True,Summer,False,False,4,2022,Q2,6.5,4.0,15.88,7.01,9.1,8.4,112.5,45.5,13.89,7.8,1.2,2150,11.2
2022-04-13,Wednesday,False,,False,,True,Summer,False,False,4,2022,Q2,6.5,4.0,15.88,7.01,9.1,8.4,112.5,45.5,13.89,7.8,1.2,2150,11.2
2022-04-14,Thursday,True,Ugadi,False,,False,Summer,False,False,4,2022,Q2,6.5,4.0,15.88,7.01,9.1,8.4,112.5,45.5,13.89,7.8,1.2,2150,11.2
2022-04-15,Friday,True,Good Friday,False,,False,Summer,False,False,4,2022,Q2,6.5,4.0,15.88,7.01,9.1,8.4,112.5,45.5,13.89,7.8,1.2,2150,11.2
2022-04-16,Saturday,False,,False,,False,Summer,False,False,4,2022,Q2,6.5,4.0,15.88,7.01,9.1,8.4,112.5,45.5,13.89,7.8,1.2,2150,11.2
2022-04-17,Sunday,False,,False,,False,Summer,False,False,4,2022,Q2,6.5,4.0,15.88,7.01,9.1,8.4,112.5,45.5,13.89,7.8,1.2,2150,11.2
2022-04-18,Monday,False,,False,,True,Summer,False,False,4,2022,Q2,6.5,4.0,15.88,7.01,9.1,8.4,112.5,45.5,13.89,7.8,1.2,2150,11.2
2022-04-19,Tuesday,False,,False,,True,Summer,False,False,4,2022,Q2,6.5,4.0,15.88,7.01,9.1,8.4,112.5,45.5,13.89,7.8,1.2,2150,11.2
2022-04-20,Wednesday,False,,False,,True,Summer,False,False,4,2022,Q2,6.5,4.0,15.88,7.01,9.1,8.4,112.5,45.5,13.89,7.8,1.2,2150,11.2
2022-04-21,Thursday,False,,False,,True,Summer,False,False,4,2022,Q2,6.5,4.0,15.88,7.01,9.1,8.4,112.5,45.5,13.89,7.8,1.2,2150,11.2
2022-04-22,Friday,False,,False,,True,Summer,False,False,4,2022,Q2,6.5,4.0,15.88,7.01,9.1,8.4,112.5,45.5,13.89,7.8,1.2,2150,11.2
2022-04-23,Saturday,False,,False,,False,Summer,False,False,4,2022,Q2,6.5,4.0,15.88,7.01,9.1,8.4,112.5,45.5,13.89,7.8,1.2,2150,11.2
2022-04-24,Sunday,False,,False,,False,Summer,False,False,4,2022,Q2,6.5,4.0,15.88,7.01,9.1,8.4,112.5,45.5,13.89,7.8,1.2,2150,11.2
2022-04-25,Monday,False,,False,,True,Summer,False,False,4,2022,Q2,6.5,4.0,15.88,7.01,9.1,8.4,112.5,45.5,13.89,7.8,1.2,2150,11.2
2022-04-26,Tuesday,False,,False,,True,Summer,False,False,4,2022,Q2,6.5,4.0,15.88,7.01,9.1,8.4,112.5,45.5,13.89,7.8,1.2,2150,11.2
2022-04-27,Wednesday,False,,False,,True,Summer,False,False,4,2022,Q2,6.5,4.0,15.88,7.01,9.1,8.4,112.5,45.5,13.89,7.8,1.2,2150,11.2
2022-04-28,Thursday,False,,False,,True,Summer,False,False,4,2022,Q2,6.5,4.0,15.88,7.01,9.1,8.4,112.5,45.5,13.89,7.8,1.2,2150,11.2
2022-04-29,Friday,False,,False,,True,Summer,False,False,4,2022,Q2,6.5,4.0,15.88,7.01,9.1,8.4,112.5,45.5,13.89,7.8,1.2,2150,11.2
2022-04-30,Saturday,False,,False,,False,Summer,False,False,4,2022,Q2,6.5,4.0,15.88,7.01,9.1,8.4,112.5,45.5,13.89,7.8,1.2,2150,11.2
2022-05-01,Sunday,False,,False,,False,Summer,False,False,5,2022,Q2,6.5,4.0,15.88,7.01,9.1,8.4,112.5,45.5,13.89,7.8,1.2,2150,11.2
2022-05-02,Monday,False,,False,,True,Summer,False,False,5,2022,Q2,6.5,4.0,15.88,7.01,9.1,8.4,112.5,45.5,13.89,7.8,1.2,2150,11.2
2022-05-03,Tuesday,True,Eid ul-Fitr,False,,False,Summer,False,False,5,2022,Q2,6.5,4.0,15.88,7.01,9.1,8.4,112.5,45.5,13.89,7.8,1.2,2150,11.2
2022-05-04,Wednesday,False,,False,,True,Summer,False,False,5,2022,Q2,6.5,4.0,15.88,7.01,9.1,8.4,112.5,45.5,13.89,7.8,1.2,2150,11.2
2022-05-05,Thursday,False,,False,,True,Summer,False,False,5,2022,Q2,6.5,4.0,15.88,7.01,9.1,8.4,112.5,45.5,13.89,7.8,1.2,2150,11.2
2022-05-06,Friday,False,,False,,True,Summer,False,False,5,2022,Q2,6.5,4.0,15.88,7.01,9.1,8.4,112.5,45.5,13.89,7.8,1.2,2150,11.2
2022-05-07,Saturday,False,,False,,False,Summer,False,False,5,2022,Q2,6.5,4.0,15.88,7.01,9.1,8.4,112.5,45.5,13.89,7.8,1.2,2150,11.2
2022-05-08,Sunday,False,,False,,False,Summer,False,False,5,2022,Q2,6.5,4.0,15.88,7.01,9.1,8.4,112.5,45.5,13.89,7.8,1.2,2150,11.2
2022-05-09,Monday,False,,False,,True,Summer,False,False,5,2022,Q2,6.5,4.0,15.88,7.01,9.1,8.4,112.5,45.5,13.89,7.8,1.2,2150,11.2
2022-05-10,Tuesday,False,,False,,True,Summer,False,False,5,2022,Q2,6.5,4.0,15.88,7.01,9.1,8.4,112.5,45.5,13.89,7.8,1.2,2150,11.2
2022-05-11,Wednesday,False,,False,,True,Summer,False,False,5,2022,Q2,6.5,4.0,15.88,7.01,9.1,8.4,112.5,45.5,13.89,7.8,1.2,2150,11.2
2022-05-12,Thursday,False,,False,,True,Summer,False,False,5,2022,Q2,6.5,4.0,15.88,7.01,9.1,8.4,112.5,45.5,13.89,7.8,1.2,2150,11.2
2022-05-13,Friday,False,,False,,True,Summer,False,False,5,2022,Q2,6.5,4.0,15.88,7.01,9.1,8.4,112.5,45.5,13.89,7.8,1.2,2150,11.2
2022-05-14,Saturday,False,,False,,False,Summer,False,False,5,2022,Q2,6.5,4.0,15.88,7.01,9.1,8.4,112.5,45.5,13.89,7.8,1.2,2150,11.2
2022-05-15,Sunday,False,,False,,False,Summer,False,False,5,2022,Q2,6.5,4.0,15.88,7.01,9.1,8.4,112.5,45.5,13.89,7.8,1.2,2150,11.2
2022-05-16,Monday,False,,False,,True,Summer,False,False,5,2022,Q2,6.5,4.0,15.88,7.01,9.1,8.4,112.5,45.5,13.89,7.8,1.2,2150,11.2
2022-05-17,Tuesday,False,,False,,True,Summer,False,False,5,2022,Q2,6.5,4.0,15.88,7.01,9.1,8.4,112.5,45.5,13.89,7.8,1.2,2150,11.2
2022-05-18,Wednesday,False,,False,,True,Summer,False,False,5,2022,Q2,6.5,4.0,15.88,7.01,9.1,8.4,112.5,45.5,13.89,7.8,1.2,2150,11.2
2022-05-19,Thursday,False,,False,,True,Summer,False,False,5,2022,Q2,6.5,4.0,15.88,7.01,9.1,8.4,112.5,45.5,13.89,7.8,1.2,2150,11.2
2022-05-20,Friday,False,,False,,True,Summer,False,False,5,2022,Q2,6.5,4.0,15.88,7.01,9.1,8.4,112.5,45.5,13.89,7.8,1.2,2150,11.2
2022-05-21,Saturday,False,,False,,False,Summer,False,False,5,2022,Q2,6.5,4.0,15.88,7.01,9.1,8.4,112.5,45.5,13.89,7.8,1.2,2150,11.2
2022-05-22,Sunday,False,,False,,False,Summer,False,False,5,2022,Q2,6.5,4.0,15.88,7.01,9.1,8.4,112.5,45.5,13.89,7.8,1.2,2150,11.2
2022-05-23,Monday,False,,False,,True,Summer,False,False,5,2022,Q2,6.5,4.0,15.88,7.01,9.1,8.4,112.5,45.5,13.89,7.8,1.2,2150,11.2
2022-05-24,Tuesday,False,,False,,True,Summer,False,False,5,2022,Q2,6.5,4.0,15.88,7.01,9.1,8.4,112.5,45.5,13.89,7.8,1.2,2150,11.2
2022-05-25,Wednesday,False,,False,,True,Summer,False,False,5,2022,Q2,6.5,4.0,15.88,7.01,9.1,8.4,112.5,45.5,13.89,7.8,1.2,2150,11.2
2022-05-26,Thursday,False,,False,,True,Summer,False,False,5,2022,Q2,6.5,4.0,15.88,7.01,9.1,8.4,112.5,45.5,13.89,7.8,1.2,2150,11.2
2022-05-27,Friday,False,,False,,True,Summer,False,False,5,2022,Q2,6.5,4.0,15.88,7.01,9.1,8.4,112.5,45.5,13.89,7.8,1.2,2150,11.2
2022-05-28,Saturday,False,,False,,False,Summer,False,False,5,2022,Q2,6.5,4.0,15.88,7.01,9.1,8.4,112.5,45.5,13.89,7.8,1.2,2150,11.2
2022-05-29,Sunday,False,,False,,False,Summer,False,False,5,2022,Q2,6.5,4.0,15.88,7.01,9.1,8.4,112.5,45.5,13.89,7.8,1.2,2150,11.2
2022-05-30,Monday,False,,False,,True,Summer,False,False,5,2022,Q2,6.5,4.0,15.88,7.01,9.1,8.4,112.5,45.5,13.89,7.8,1.2,2150,11.2
2022-05-31,Tuesday,False,,False,,True,Summer,False,False,5,2022,Q2,6.5,4.0,15.88,7.01,9.1,8.4,112.5,45.5,13.89,7.8,1.2,2150,11.2
2022-06-01,Wednesday,False,,False,,True,Monsoon,False,False,6,2022,Q2,6.5,4.0,15.88,7.01,9.1,8.4,112.5,45.5,13.89,7.8,1.2,2150,11.2
2022-06-02,Thursday,False,,False,,True,Monsoon,False,False,6,2022,Q2,6.5,4.0,15.88,7.01,9.1,8.4,112.5,45.5,13.89,7.8,1.2,2150,11.2
2022-06-03,Friday,False,,False,,True,Monsoon,False,False,6,2022,Q2,6.5,4.0,15.88,7.01,9.1,8.4,112.5,45.5,13.89,7.8,1.2,2150,11.2
